,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1170,Bachelors,2014,Bangalore,3,27,Male,No,5,1
2055,Masters,2018,Bangalore,3,30,Female,No,2,1
3530,Bachelors,2017,New Delhi,2,37,Male,No,0,0
297,Bachelors,2016,Bangalore,3,24,Female,No,2,1
1310,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1814,Bachelors,2013,Bangalore,3,27,Male,No,5,0
4630,Bachelors,2012,Pune,3,25,Female,No,3,1
2804,Bachelors,2014,Bangalore,3,27,Male,No,5,0
3769,Masters,2013,New Delhi,3,37,Male,Yes,2,0
269,Bachelors,2018,Bangalore,3,26,Female,No,4,1
4627,PHD,2012,Bangalore,3,30,Female,No,4,0
1147,Masters,2012,New Delhi,3,24,Male,No,2,0
849,Bachelors,2015,Pune,3,26,Male,No,4,0
2231,Masters,2015,New Delhi,3,26,Male,No,4,1
4085,Bachelors,2012,Pune,3,36,Male,No,4,0
2476,Bachelors,2016,Bangalore,3,28,Male,No,1,0
3664,Bachelors,2018,Pune,2,31,Female,No,3,1
1621,Bachelors,2016,Bangalore,3,27,Male,No,5,1
4096,Bachelors,2018,Bangalore,3,40,Male,No,4,1
1596,Bachelors,2014,Pune,3,27,Male,No,5,0
4001,Bachelors,2012,Bangalore,3,31,Male,No,0,0
759,Bachelors,2015,Pune,2,25,Female,No,3,1
3456,Bachelors,2014,Bangalore,3,33,Male,No,5,1
374,Bachelors,2016,Bangalore,3,28,Female,No,3,0
1026,Bachelors,2014,Bangalore,3,27,Male,No,5,1
4228,Bachelors,2016,Bangalore,3,33,Female,No,3,0
1458,Masters,2018,Bangalore,3,28,Male,No,2,1
302,Bachelors,2014,New Delhi,3,27,Female,Yes,5,0
401,Bachelors,2012,New Delhi,3,24,Female,No,2,0
1571,Bachelors,2012,Bangalore,1,28,Male,No,3,0
1654,Bachelors,2016,Pune,3,28,Male,No,3,0
3602,Masters,2017,New Delhi,2,41,Male,No,3,1
3947,Bachelors,2015,Bangalore,3,34,Female,No,2,0
1065,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2591,Bachelors,2015,Pune,3,30,Female,No,0,1
3075,Bachelors,2017,Bangalore,3,40,Female,No,4,0
1530,Bachelors,2013,Pune,3,25,Male,No,3,0
3537,Masters,2018,Bangalore,3,40,Female,No,3,1
4398,Bachelors,2015,Bangalore,3,33,Male,No,4,0
1413,Bachelors,2015,Pune,3,28,Female,Yes,5,1
1720,Bachelors,2015,Pune,3,28,Female,Yes,5,1
2626,Masters,2017,New Delhi,2,27,Female,No,5,1
1866,Bachelors,2016,Bangalore,3,25,Female,No,3,0
2172,Bachelors,2012,Bangalore,3,27,Male,No,5,0
429,PHD,2016,New Delhi,2,28,Male,No,3,1
411,Masters,2013,New Delhi,2,25,Male,No,3,1
627,Bachelors,2012,Pune,3,28,Male,No,3,0
505,Bachelors,2018,Pune,3,26,Male,No,4,1
413,Bachelors,2015,Pune,2,26,Female,Yes,4,1
535,Masters,2017,New Delhi,2,25,Male,Yes,3,1
1935,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2860,Bachelors,2018,Pune,3,28,Male,No,5,1
806,Bachelors,2017,Bangalore,3,24,Female,Yes,2,0
541,Bachelors,2018,Bangalore,3,24,Male,No,2,1
705,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4235,Bachelors,2012,Pune,3,28,Male,No,2,0
4566,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1619,Bachelors,2014,Bangalore,3,28,Male,No,0,0
4173,Bachelors,2016,Pune,3,24,Female,No,2,0
3833,Bachelors,2015,Bangalore,3,36,Male,No,2,0
336,Bachelors,2013,Bangalore,3,27,Female,No,5,0
1646,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2683,Masters,2013,New Delhi,2,26,Male,No,4,1
3157,Masters,2016,New Delhi,3,32,Male,No,1,0
1785,Bachelors,2014,Pune,1,28,Female,No,3,1
2607,Bachelors,2018,Pune,3,27,Male,No,5,1
3236,Bachelors,2015,Pune,2,41,Female,No,3,1
4553,PHD,2013,Pune,1,32,Female,No,0,1
3570,Masters,2017,New Delhi,2,31,Female,Yes,2,0
3837,Bachelors,2017,Bangalore,3,35,Female,No,1,1
2674,Masters,2012,Pune,3,29,Male,No,4,1
4028,Bachelors,2017,Bangalore,2,23,Male,No,1,0
2733,Masters,2014,New Delhi,3,28,Male,No,2,0
1804,Bachelors,2016,Bangalore,3,26,Female,No,4,0
2405,Masters,2015,Bangalore,3,26,Male,No,4,1
846,Bachelors,2018,Bangalore,3,25,Male,No,3,1
3228,Bachelors,2015,Bangalore,3,39,Male,Yes,2,0
2076,Bachelors,2017,Bangalore,3,28,Male,No,2,0
4113,Bachelors,2013,Pune,3,32,Male,No,2,0
1345,Bachelors,2014,Bangalore,3,27,Male,No,5,0
4208,Bachelors,2018,Pune,3,34,Male,No,0,1
4114,PHD,2018,New Delhi,3,37,Male,No,3,1
121,PHD,2015,New Delhi,3,26,Male,No,4,0
3471,Masters,2017,Pune,1,38,Male,No,0,1
1318,Bachelors,2016,Bangalore,2,25,Male,No,3,1
2048,Masters,2012,New Delhi,3,26,Female,No,4,1
2306,Masters,2017,Bangalore,1,27,Male,No,5,0
2858,Bachelors,2014,Bangalore,3,29,Male,No,4,0
1124,Bachelors,2017,New Delhi,3,27,Female,No,5,0
4568,Masters,2017,New Delhi,2,39,Female,No,4,0
1176,Masters,2017,Bangalore,2,24,Female,Yes,2,1
3637,Bachelors,2017,Bangalore,3,39,Male,No,3,0
4339,Bachelors,2014,New Delhi,1,28,Female,No,5,0
2529,Masters,2018,New Delhi,3,30,Female,No,4,1
4050,Masters,2017,New Delhi,3,32,Male,No,2,0
239,Masters,2017,Pune,2,26,Female,No,4,0
2446,Bachelors,2014,Pune,1,28,Male,No,2,0
3377,PHD,2013,Bangalore,3,39,Male,No,2,1
1946,Masters,2015,Bangalore,3,26,Female,No,4,1
2711,Bachelors,2013,Bangalore,3,29,Male,No,1,0
1263,Bachelors,2016,Bangalore,1,25,Female,No,3,0
3225,PHD,2012,New Delhi,3,40,Female,No,5,0
931,Bachelors,2012,Pune,2,27,Female,No,5,1
985,Bachelors,2015,Bangalore,3,26,Male,No,4,0
550,Masters,2015,Pune,1,27,Female,No,5,0
3047,Bachelors,2017,Bangalore,3,36,Male,No,5,0
228,Bachelors,2014,Pune,2,27,Female,No,5,1
2895,Bachelors,2017,New Delhi,2,28,Male,No,2,0
4252,Masters,2017,New Delhi,2,25,Female,No,3,1
3418,Bachelors,2017,Pune,3,31,Male,No,1,0
2510,Bachelors,2014,Bangalore,3,29,Male,No,1,0
1472,Bachelors,2015,Pune,3,26,Female,No,4,1
1939,Masters,2013,Pune,3,25,Male,No,3,0
113,Bachelors,2012,Bangalore,3,25,Male,No,3,0
760,Bachelors,2014,Bangalore,3,24,Male,No,2,0
386,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1474,Bachelors,2012,Pune,3,25,Male,No,3,0
3615,Bachelors,2014,Bangalore,3,34,Male,No,1,0
3330,Bachelors,2014,Pune,2,39,Female,No,5,1
3503,Bachelors,2016,Bangalore,3,34,Male,No,4,0
2283,Bachelors,2016,Pune,3,29,Male,No,1,0
3788,Bachelors,2018,Bangalore,3,38,Male,No,1,1
1665,Bachelors,2014,Bangalore,3,28,Male,No,5,0
2342,Masters,2017,New Delhi,2,26,Male,Yes,4,1
2748,Bachelors,2017,New Delhi,2,26,Female,No,4,0
3011,Bachelors,2018,Bangalore,3,32,Female,No,3,1
3832,Bachelors,2016,Bangalore,3,37,Male,Yes,2,0
4299,Bachelors,2012,Bangalore,3,33,Female,No,5,0
1558,Bachelors,2013,Bangalore,3,24,Male,No,2,0
2708,PHD,2017,New Delhi,3,27,Male,No,5,0
558,Bachelors,2014,Bangalore,3,28,Female,No,1,1
1224,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2759,Bachelors,2017,Pune,3,30,Female,No,1,1
156,Bachelors,2013,Bangalore,3,28,Female,No,3,0
1845,Bachelors,2017,New Delhi,3,25,Female,No,3,0
4533,Bachelors,2014,Pune,3,37,Female,No,4,1
1110,Bachelors,2014,Pune,3,24,Female,No,2,1
1087,Bachelors,2013,Bangalore,3,26,Male,No,4,0
3085,Bachelors,2015,Pune,2,36,Female,Yes,0,1
328,Bachelors,2013,Bangalore,3,28,Male,No,2,1
688,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1883,Bachelors,2015,Pune,3,28,Male,No,2,0
274,Bachelors,2018,Bangalore,3,28,Female,Yes,1,1
2921,Bachelors,2013,Pune,2,28,Female,No,4,1
654,Bachelors,2015,Pune,3,24,Male,No,2,0
4447,Bachelors,2014,Bangalore,3,33,Male,No,3,0
2279,Bachelors,2016,Bangalore,3,29,Male,No,2,0
781,Bachelors,2013,Bangalore,3,26,Male,No,4,0
3711,Masters,2018,New Delhi,3,38,Male,No,2,1
2767,Bachelors,2015,Pune,2,30,Female,No,1,1
188,Bachelors,2017,New Delhi,2,26,Male,No,4,0
4314,PHD,2013,New Delhi,3,23,Male,No,1,0
3434,Bachelors,2013,Pune,3,32,Male,Yes,5,0
116,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2956,Bachelors,2017,New Delhi,2,26,Female,No,4,0
1961,Bachelors,2013,Bangalore,3,28,Male,No,0,0
4432,Masters,2017,Pune,3,24,Female,No,2,1
878,Bachelors,2017,Bangalore,2,27,Male,No,5,0
1933,Bachelors,2018,Pune,3,24,Male,Yes,2,1
3535,Bachelors,2016,Bangalore,3,41,Male,No,3,0
461,Masters,2017,New Delhi,3,24,Male,No,2,1
2470,Masters,2017,New Delhi,3,29,Female,No,2,0
2997,Bachelors,2012,Pune,3,31,Male,No,4,0
4527,Masters,2018,New Delhi,3,39,Female,No,2,1
4536,PHD,2016,New Delhi,3,22,Male,No,0,0
3208,Bachelors,2015,Pune,2,32,Female,No,0,1
3018,Bachelors,2015,Pune,3,39,Male,No,3,0
2108,Bachelors,2012,Bangalore,3,30,Male,No,2,0
2846,Masters,2017,New Delhi,2,28,Female,No,2,0
3699,Bachelors,2015,Bangalore,3,35,Male,No,3,0
2965,PHD,2015,New Delhi,3,29,Male,No,4,0
2266,Bachelors,2016,Bangalore,3,28,Male,No,1,0
3145,Bachelors,2017,Bangalore,3,34,Male,No,5,0
4170,Bachelors,2014,Bangalore,3,34,Male,No,4,0
1127,Bachelors,2012,Pune,3,28,Male,No,5,0
1001,Bachelors,2013,Pune,3,24,Male,No,2,0
3856,Bachelors,2017,New Delhi,2,34,Male,No,2,0
1132,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1519,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2257,Bachelors,2014,Pune,1,26,Female,No,4,1
1853,Bachelors,2014,Pune,3,27,Male,Yes,5,0
1604,Bachelors,2015,Bangalore,1,27,Male,No,5,0
3893,Bachelors,2018,Bangalore,3,36,Female,No,2,1
318,Bachelors,2018,Pune,3,26,Female,No,4,1
1331,Bachelors,2012,New Delhi,3,27,Male,No,5,0
3291,Bachelors,2012,Bangalore,3,37,Male,No,4,0
1797,Bachelors,2013,Pune,2,27,Female,No,5,1
4135,Bachelors,2016,Bangalore,3,22,Female,No,0,0
3739,Bachelors,2016,New Delhi,3,33,Male,No,2,0
3654,Masters,2017,New Delhi,2,35,Male,No,2,0
3874,Bachelors,2017,Pune,3,34,Male,No,5,0
555,Bachelors,2017,Bangalore,3,27,Male,No,5,0
4081,Bachelors,2014,Pune,3,27,Male,No,5,1
3580,Bachelors,2016,Bangalore,3,38,Male,Yes,1,0
4043,Bachelors,2017,Bangalore,3,28,Female,No,3,0
3643,Masters,2017,New Delhi,1,40,Male,No,0,0
1674,Bachelors,2017,New Delhi,2,28,Male,No,0,0
3814,Bachelors,2015,Bangalore,3,40,Male,No,0,0
1552,Bachelors,2013,Bangalore,3,27,Male,No,5,0
3766,Bachelors,2016,Pune,3,40,Male,No,5,0
4335,Bachelors,2018,Bangalore,3,34,Male,Yes,5,1
2258,Bachelors,2017,Pune,3,27,Male,Yes,5,0
1424,Bachelors,2015,Bangalore,3,28,Male,No,2,0
4640,Bachelors,2015,Bangalore,3,35,Male,No,0,0
170,Bachelors,2014,New Delhi,3,28,Female,No,1,0
4106,PHD,2013,Bangalore,3,35,Male,No,3,1
1108,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1398,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1
1936,Bachelors,2012,Bangalore,3,26,Male,Yes,4,0
3493,Bachelors,2015,Pune,3,37,Female,No,2,1
214,Bachelors,2018,Bangalore,3,27,Female,No,5,1
4543,Bachelors,2017,New Delhi,2,26,Female,No,4,0
3738,Masters,2017,New Delhi,3,37,Male,No,2,0
4199,Bachelors,2012,Bangalore,1,35,Male,No,4,0
2507,Masters,2017,New Delhi,2,26,Female,Yes,4,1
3811,Bachelors,2013,Pune,2,36,Male,No,2,1
3216,Masters,2017,Pune,2,39,Male,No,4,0
1807,Bachelors,2012,Pune,3,25,Male,No,3,0
3492,Bachelors,2016,Bangalore,3,32,Male,Yes,5,0
456,Bachelors,2015,Bangalore,3,25,Male,No,3,0
417,Bachelors,2016,Pune,3,25,Male,No,3,0
3880,Bachelors,2018,Bangalore,3,38,Male,No,1,1
3003,Bachelors,2017,New Delhi,2,32,Male,No,0,0
341,Bachelors,2015,Bangalore,3,24,Female,No,2,0
664,PHD,2013,New Delhi,2,25,Male,No,3,1
2900,PHD,2014,Bangalore,3,27,Male,No,5,0
3715,Bachelors,2017,Pune,2,40,Female,No,2,1
4045,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1496,Bachelors,2018,Pune,3,27,Female,No,5,1
2084,Bachelors,2013,New Delhi,3,30,Female,No,1,0
548,Bachelors,2017,New Delhi,2,27,Male,No,5,0
741,Bachelors,2017,Bangalore,3,25,Female,No,3,0
455,Bachelors,2013,Bangalore,3,27,Male,No,5,0
3129,Bachelors,2015,Pune,3,35,Female,No,1,1
727,Masters,2016,Pune,3,24,Male,No,2,0
876,Bachelors,2015,Bangalore,3,28,Male,Yes,2,0
1899,Masters,2015,New Delhi,3,26,Male,No,4,1
1432,Bachelors,2015,Pune,3,24,Female,No,2,1
888,Bachelors,2015,New Delhi,3,24,Female,No,2,0
4206,Bachelors,2012,Bangalore,3,24,Male,No,2,0
3025,Bachelors,2018,Bangalore,3,34,Male,No,3,1
1201,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1283,Bachelors,2012,Pune,3,24,Male,No,2,1
4475,Bachelors,2014,New Delhi,2,25,Female,No,3,1
1497,Bachelors,2012,Bangalore,3,25,Male,No,3,0
445,Masters,2012,Pune,3,24,Male,No,2,0
3598,Masters,2017,New Delhi,2,34,Female,No,2,1
614,Bachelors,2015,Pune,3,28,Male,No,3,0
2741,Bachelors,2014,Bangalore,3,28,Male,No,5,0
3061,Bachelors,2017,New Delhi,2,31,Female,No,0,0
4012,Masters,2018,Pune,3,27,Male,No,5,1
3959,Bachelors,2016,Bangalore,3,34,Male,No,4,0
2743,Bachelors,2017,Pune,2,27,Male,No,5,0
2686,Bachelors,2017,New Delhi,3,29,Female,No,0,0
1045,Bachelors,2016,Pune,2,28,Female,No,4,1
1286,Masters,2014,New Delhi,3,27,Male,No,5,0
803,Bachelors,2017,New Delhi,3,27,Female,No,5,0
1930,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
1408,Bachelors,2012,Bangalore,1,27,Male,No,5,1
4319,Bachelors,2015,Pune,2,24,Female,No,2,1
3484,Masters,2014,Bangalore,3,38,Female,No,4,1
3322,Bachelors,2017,Bangalore,3,35,Male,No,5,0
3398,Bachelors,2018,Bangalore,3,32,Male,Yes,1,1
2887,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2032,Bachelors,2017,Pune,3,27,Female,No,5,1
2910,Bachelors,2014,Pune,3,28,Male,No,2,0
453,Bachelors,2015,New Delhi,3,25,Male,No,3,0
3240,Bachelors,2017,Pune,2,39,Male,No,3,0
394,Bachelors,2016,Bangalore,3,25,Male,No,3,1
2602,Bachelors,2018,Pune,3,30,Female,No,2,1
3691,Masters,2017,Bangalore,3,38,Male,No,5,1
4274,Bachelors,2014,Pune,3,28,Male,Yes,4,0
2771,Bachelors,2017,Bangalore,3,27,Female,No,5,0
644,Masters,2016,New Delhi,3,25,Female,No,3,1
2736,Bachelors,2016,Bangalore,3,28,Male,Yes,2,0
3392,Bachelors,2015,Bangalore,3,36,Male,No,4,0
3020,Bachelors,2013,Bangalore,3,32,Male,No,1,0
3756,Bachelors,2017,Pune,2,34,Female,No,3,1
4410,Bachelors,2017,Bangalore,3,38,Male,No,1,0
1433,Masters,2018,New Delhi,3,28,Male,No,2,1
3546,Masters,2018,Pune,3,31,Male,No,2,1
1155,Masters,2012,New Delhi,3,26,Female,No,4,1
753,Bachelors,2012,Bangalore,3,28,Female,No,2,0
4331,Bachelors,2015,Bangalore,3,27,Male,No,5,0
3066,Bachelors,2013,Bangalore,3,32,Male,No,5,0
1023,Bachelors,2013,Pune,1,27,Female,No,5,1
4013,Bachelors,2017,Pune,3,25,Male,No,3,0
1793,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1399,Bachelors,2017,Bangalore,1,28,Female,No,3,0
2391,Bachelors,2013,Pune,2,26,Male,No,4,0
2964,Bachelors,2017,Bangalore,3,30,Male,No,0,1
1319,Bachelors,2016,Bangalore,3,28,Female,No,4,0
195,Bachelors,2013,Pune,3,28,Male,No,1,0
3742,Masters,2015,Pune,3,39,Male,No,5,0
529,PHD,2014,New Delhi,3,24,Male,No,2,0
3427,Bachelors,2016,Bangalore,3,36,Male,No,2,0
710,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1027,Bachelors,2014,Bangalore,3,28,Female,No,1,0
1183,Bachelors,2015,Pune,2,26,Female,Yes,4,1
3016,Bachelors,2015,Bangalore,3,36,Male,No,5,0
3521,Bachelors,2013,Bangalore,3,31,Male,No,2,1
2144,Bachelors,2013,Bangalore,3,29,Male,No,1,0
3287,PHD,2014,Bangalore,3,38,Female,No,3,0
2962,Bachelors,2018,Bangalore,3,29,Male,No,1,1
2263,Bachelors,2015,New Delhi,3,26,Female,No,4,0
966,Bachelors,2014,Pune,3,25,Male,No,3,0
3098,Masters,2014,New Delhi,3,33,Male,No,2,0
2803,Bachelors,2012,Pune,3,29,Male,No,5,0
2229,Bachelors,2014,Bangalore,3,28,Male,No,2,0
1376,Bachelors,2015,Pune,2,24,Female,No,2,1
2588,Bachelors,2018,Bangalore,3,26,Male,No,4,1
2569,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
1133,Bachelors,2013,Bangalore,3,28,Male,No,0,0
362,Bachelors,2017,New Delhi,3,27,Female,No,5,0
3043,Bachelors,2014,Bangalore,3,36,Male,No,5,0
422,Bachelors,2016,Bangalore,3,27,Male,No,5,0
536,Masters,2013,New Delhi,3,28,Male,No,2,0
1383,PHD,2016,New Delhi,3,24,Female,No,2,0
2289,Masters,2013,New Delhi,3,27,Female,No,5,0
3772,Bachelors,2015,Bangalore,3,41,Male,No,1,0
1809,Bachelors,2016,New Delhi,3,26,Male,No,4,0
1771,Masters,2017,New Delhi,1,26,Female,No,4,1
301,Bachelors,2014,New Delhi,3,28,Female,No,1,0
2442,Bachelors,2013,Bangalore,3,30,Male,Yes,1,1
3932,Bachelors,2017,Bangalore,3,40,Male,No,2,0
2958,Bachelors,2014,Bangalore,3,30,Female,No,2,0
359,Bachelors,2017,New Delhi,2,26,Female,No,4,0
1594,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1036,Bachelors,2015,Bangalore,3,28,Male,No,4,0
2101,PHD,2017,Pune,3,28,Male,No,1,0
2651,Bachelors,2013,Bangalore,2,30,Male,No,0,1
4282,Masters,2017,New Delhi,2,27,Male,No,5,1
3297,Bachelors,2017,Pune,3,33,Male,No,2,0
4302,Masters,2013,New Delhi,3,31,Male,No,2,1
3638,Bachelors,2018,Bangalore,3,38,Male,No,0,1
2440,Bachelors,2018,Bangalore,3,29,Male,Yes,2,1
1699,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1875,Bachelors,2015,Pune,3,26,Male,No,4,0
3073,Bachelors,2017,Bangalore,3,32,Male,No,1,0
3647,Bachelors,2014,Pune,3,32,Male,Yes,2,0
1130,Masters,2017,New Delhi,2,28,Female,Yes,2,1
3172,Bachelors,2015,Bangalore,3,32,Male,No,4,0
2778,Bachelors,2014,New Delhi,3,26,Male,No,4,0
3579,Masters,2017,New Delhi,1,40,Female,No,0,0
3283,Bachelors,2017,New Delhi,2,39,Female,No,0,0
1268,Bachelors,2014,New Delhi,3,28,Male,No,5,0
4547,Bachelors,2017,New Delhi,3,37,Female,No,1,1
4374,Masters,2017,Pune,2,26,Female,No,4,0
1988,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1774,Masters,2014,New Delhi,1,25,Female,No,3,0
1835,Masters,2017,Pune,3,25,Male,No,3,0
3970,Bachelors,2014,Bangalore,3,32,Female,No,5,0
1572,Bachelors,2016,Pune,2,28,Female,No,3,1
3513,Masters,2013,New Delhi,3,40,Female,No,2,1
1624,Masters,2015,Bangalore,2,27,Female,No,5,1
1390,Bachelors,2012,Bangalore,3,27,Male,No,5,0
3156,Bachelors,2017,Bangalore,3,40,Male,Yes,1,0
1288,Bachelors,2014,New Delhi,3,25,Male,No,3,0
3380,PHD,2016,New Delhi,3,40,Male,No,1,0
3562,Bachelors,2012,Bangalore,3,32,Male,No,3,0
902,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1445,Bachelors,2018,Pune,3,25,Female,No,3,1
87,Masters,2015,Pune,2,32,Female,No,4,0
1480,Bachelors,2015,Pune,2,27,Female,No,5,1
2351,Bachelors,2015,Pune,2,29,Female,No,1,1
3903,Bachelors,2013,Bangalore,3,31,Male,No,2,1
1839,PHD,2017,Bangalore,3,24,Female,No,2,0
2718,Bachelors,2015,Pune,1,28,Female,No,0,1
1689,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1392,Bachelors,2015,Pune,2,25,Female,No,3,1
3884,Bachelors,2015,Pune,3,32,Female,No,3,1
1015,Bachelors,2014,Bangalore,3,25,Male,No,3,0
2329,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0
1105,Bachelors,2018,Bangalore,3,25,Female,Yes,3,1
974,Bachelors,2018,Bangalore,3,24,Male,No,2,1
2463,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1717,Bachelors,2016,Bangalore,3,25,Male,No,3,0
4131,Bachelors,2017,Pune,2,34,Male,No,2,0
2769,Bachelors,2016,Bangalore,3,26,Male,No,4,0
171,Bachelors,2015,Pune,3,25,Male,No,3,0
1801,Bachelors,2012,Bangalore,3,27,Male,No,5,0
730,PHD,2018,Bangalore,3,24,Female,No,2,1
1079,PHD,2018,New Delhi,3,27,Female,No,5,1
3692,Bachelors,2017,Bangalore,3,40,Female,No,3,0
2866,Masters,2016,New Delhi,3,30,Male,No,3,0
2058,Bachelors,2012,Bangalore,3,30,Male,No,1,0
899,Bachelors,2017,Pune,3,27,Male,No,5,0
246,Bachelors,2015,Bangalore,3,28,Male,No,2,1
4427,Masters,2013,New Delhi,3,33,Female,No,2,0
2911,Bachelors,2013,New Delhi,3,28,Female,No,1,0
481,Bachelors,2017,Bangalore,3,24,Male,No,2,0
4482,Bachelors,2014,Bangalore,3,31,Male,No,0,0
1711,Bachelors,2017,Bangalore,3,28,Male,No,5,0
1669,Bachelors,2014,New Delhi,3,25,Male,No,3,0
109,Bachelors,2015,Bangalore,2,25,Female,No,3,1
2828,Bachelors,2017,New Delhi,3,26,Female,No,4,0
1980,PHD,2018,Bangalore,3,26,Male,No,4,1
1175,Bachelors,2015,Pune,3,28,Female,No,4,1
4392,Bachelors,2014,Bangalore,3,31,Male,No,3,1
1483,Bachelors,2017,New Delhi,3,28,Female,No,2,0
600,Bachelors,2017,New Delhi,2,27,Male,No,5,0
414,Masters,2015,Bangalore,2,26,Female,No,4,1
1499,PHD,2013,New Delhi,3,27,Female,No,5,1
3522,Bachelors,2013,Bangalore,3,38,Male,No,5,0
2533,Bachelors,2015,New Delhi,3,28,Female,No,4,0
2816,Bachelors,2017,New Delhi,2,26,Female,No,4,0
2264,Bachelors,2016,Pune,3,29,Male,No,2,0
1779,Masters,2012,New Delhi,3,25,Male,No,3,1
1242,Bachelors,2015,Bangalore,1,25,Male,No,3,0
1916,Bachelors,2017,New Delhi,3,27,Male,No,5,0
4442,PHD,2018,Bangalore,3,33,Male,No,2,1
382,Bachelors,2013,Pune,3,27,Male,No,5,0
389,Bachelors,2014,New Delhi,2,24,Female,No,2,1
4406,Bachelors,2017,New Delhi,3,26,Male,No,4,0
1984,Bachelors,2014,Pune,2,27,Female,No,5,1
2819,Bachelors,2014,Pune,3,29,Female,No,1,1
1051,Bachelors,2014,Bangalore,3,24,Male,No,2,0
3927,Masters,2017,New Delhi,3,41,Male,No,3,1
3050,Bachelors,2018,Bangalore,3,38,Male,No,2,1
2119,Bachelors,2012,Bangalore,3,28,Male,No,1,1
4379,Bachelors,2016,Bangalore,3,37,Female,Yes,4,0
667,Bachelors,2015,Bangalore,1,25,Male,No,3,0
2813,Bachelors,2017,Bangalore,3,28,Male,No,5,0
1427,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4291,Masters,2014,New Delhi,3,28,Male,No,5,0
1719,Bachelors,2015,Bangalore,3,26,Male,No,4,1
1467,Bachelors,2014,Pune,3,25,Male,No,3,0
1943,PHD,2013,Bangalore,2,25,Male,No,3,1
4326,Bachelors,2014,Bangalore,3,38,Male,No,3,0
575,Bachelors,2017,Bangalore,3,26,Male,No,4,0
1455,Masters,2017,Bangalore,2,28,Male,No,2,0
2193,Masters,2013,New Delhi,3,26,Male,No,4,1
2957,Masters,2017,Bangalore,2,26,Male,No,4,1
2945,Bachelors,2012,Pune,2,27,Female,No,5,1
409,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1823,Bachelors,2014,Pune,2,27,Female,No,5,1
152,Bachelors,2012,Pune,2,24,Female,No,2,1
2505,Bachelors,2017,Bangalore,3,28,Male,No,3,0
694,Bachelors,2016,Pune,3,26,Male,No,4,0
597,Bachelors,2012,Bangalore,3,25,Male,No,3,0
3017,Bachelors,2017,Bangalore,3,41,Male,Yes,3,0
1194,Bachelors,2014,Pune,3,26,Male,No,4,0
105,Masters,2015,Pune,1,28,Female,No,3,1
679,Bachelors,2017,Bangalore,1,26,Female,No,4,0
512,Bachelors,2015,Bangalore,3,28,Female,No,1,0
3356,Masters,2017,New Delhi,3,37,Female,No,3,0
2157,Bachelors,2015,Pune,2,28,Female,No,1,1
3366,Bachelors,2016,Bangalore,3,31,Male,No,3,0
872,Masters,2017,New Delhi,2,26,Male,No,4,0
4562,Bachelors,2015,Bangalore,3,34,Male,No,4,0
1972,Bachelors,2017,Bangalore,3,28,Male,No,5,0
2065,Bachelors,2016,Pune,3,30,Male,No,1,0
4572,Bachelors,2014,Pune,1,22,Female,No,0,1
2124,Bachelors,2015,Pune,2,27,Female,No,5,1
4560,Bachelors,2015,Bangalore,3,25,Female,No,3,1
4239,Bachelors,2013,Bangalore,2,25,Male,No,3,1
1896,Bachelors,2015,Pune,3,24,Female,No,2,1
62,PHD,2013,Bangalore,2,25,Male,No,3,1
1471,Bachelors,2015,Pune,2,27,Female,No,5,1
1759,Bachelors,2017,Pune,3,28,Male,No,3,0
1356,Masters,2013,New Delhi,2,24,Male,No,2,1
42,Bachelors,2013,Bangalore,3,30,Male,No,3,1
415,Bachelors,2012,Pune,3,27,Female,No,5,0
1157,Bachelors,2017,New Delhi,2,26,Female,No,4,0
4343,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
